University,City,State,Religion,Market_Saturation_Percentile,Academic_Efficiency_Percentile,aCFI_Percentile,Survivability,full_address,location,Latitude,Longitude
Mount St. Mary's University,Emmitsburg,MD,Roman Catholic               ,62.02,45.46,49.2,53.579,"Mount St. Mary's University, Emmitsburg, MD","Mount Saint Mary's University, 16300, Old Emmitsburg Road, Emmitsburg, Frederick County, Maryland, 21727, United States",39.68056055,-77.3465509414935
Notre Dame of Maryland University,Baltimore,MD,Roman Catholic               ,30.01,43.88,51.0,41.184,"Notre Dame of Maryland University, Baltimore, MD","Notre Dame of Maryland University, 4701, North Charles Street, Loyola/Notre Dame, Greater Roland Park, Baltimore, Maryland, 21210, United States",39.3514279,-76.61940070192435
Anna Maria College,Paxton,MA,Roman Catholic               ,40.56,43.8,47.45,43.965,"Anna Maria College, Paxton, MA","Anna Maria College, Grove Street, Paxton, Worcester County, Massachusetts, 01612, United States",42.33036785,-71.91972779440366
Assumption University,Worcester,MA,Roman Catholic               ,39.09,46.06,49.84,44.786,"Assumption University, Worcester, MA","Assumption University, Oak Hill Road, Salisbury Heights, Worcester, Worcester County, Massachusetts, 01602, United States",42.2953528,-71.82964377400714
Boston College,Chestnut Hill,MA,Roman Catholic               ,99.06,86.37,51.12,77.334,"Boston College, Chestnut Hill, MA","Boston College, Commonwealth Avenue, Chestnut Hill, Newton, Middlesex County, Massachusetts, 02135, United States",42.3401702,-71.167045
Emmanuel College,Boston,MA,Roman Catholic               ,48.05,43.88,49.0,47.597,"Emmanuel College, Boston, MA","Emmanuel College, Brookline Avenue, Audubon Circle, Fenway-Kenmore, Boston, Suffolk County, Massachusetts, 02215, United States",42.340684800000005,-71.1029058793161
College of the Holy Cross,Worcester,MA,Roman Catholic               ,64.84,48.29,53.51,56.998,"College of the Holy Cross, Worcester, MA","College of the Holy Cross, 1, College Street, College Hill, Worcester, Worcester County, Massachusetts, 01610, United States",42.23668645,-71.80702483708313
Merrimack College,North Andover,MA,Roman Catholic               ,78.35,64.99,48.64,63.788,"Merrimack College, North Andover, MA","Merrimack College, Royal Crest Drive, North Andover, Essex County, Massachusetts, 01845, United States",42.66688065,-71.12292177692487
College of Our Lady of the Elms,Chicopee,MA,Roman Catholic               ,31.81,43.49,49.68,41.297,"College of Our Lady of the Elms, Chicopee, MA","Elms College, 291, Springfield Street, The Commons, Sandy Hill, Chicopee, Hampden County, Massachusetts, 01013, United States",42.14190105,-72.60042300750956
Regis College,Weston,MA,Roman Catholic               ,31.81,58.82,48.56,43.912,"Regis College, Weston, MA","Regis College, 235, Wellesley Street, Weston, Middlesex County, Massachusetts, 02493, United States",42.3506516,-71.30852442998884
Stonehill College,Easton,MA,Roman Catholic               ,56.0,45.66,50.24,51.628,"Stonehill College, Easton, MA","Stonehill College, 320, Washington Street, Daley Corner, North Easton, Easton, Bristol County, Massachusetts, 02357, United States",42.05997765,-71.07932570575417
Aquinas College,Grand Rapids,MI,Roman Catholic               ,38.59,41.18,48.8,43.195,"Aquinas College, Grand Rapids, MI","Aquinas College, 1700, Fulton Street East, Grand Rapids, Kent County, Michigan, 49506, United States",42.9597531,-85.62498744066667
University of Detroit Mercy,Detroit,MI,Roman Catholic               ,52.99,56.55,49.84,52.44,"University of Detroit Mercy, Detroit, MI","University of Detroit Mercy, 4001, West McNichols Road, Detroit, Wayne County, Michigan, 48221, United States",42.41403185,-83.13786010722785
Madonna University,Livonia,MI,Roman Catholic               ,38.74,44.63,49.16,44.088,"Madonna University, Livonia, MI","Madonna University, Newburgh Road, Livonia, Wayne County, Michigan, 48152, United States",42.3911354,-83.41034131285153
Siena Heights University,Adrian,MI,Roman Catholic               ,38.9,43.68,48.44,43.674,"Siena Heights University, Adrian, MI","Siena Heights University, 1247, East Siena Heights Drive, Adrian, Adrian Township, Lenawee County, Michigan, 49221, United States",41.9062844,-84.01796520279541
College of Saint Benedict,Saint Joseph,MN,Roman Catholic               ,43.76,42.47,51.32,46.529,"College of Saint Benedict, Saint Joseph, MN","College of Saint Benedict, Able Street East, Saint Joseph, Stearns County, Minnesota, 56374, United States",45.5594818,-94.3182962882594
Saint Mary's University of Minnesota,Winona,MN,Roman Catholic               ,37.3,57.65,50.56,46.674,"Saint Mary's University of Minnesota, Winona, MN","Saint Mary's University of Minnesota, US 14, Winona, Winona County, Minnesota, 55987, United States",44.04534085,-91.69518768969844
University of St Thomas,Saint Paul,MN,Roman Catholic               ,97.79,71.87,50.04,73.497,"University of St Thomas, Saint Paul, MN","University of St. Thomas, Lincoln Avenue, Macalester - Groveland, Saint Paul, Ramsey County, Minnesota, 55105, United States",44.94210585,-93.1894521972007
St Catherine University,Saint Paul,MN,Roman Catholic               ,45.78,54.02,49.4,48.875,"St Catherine University, Saint Paul, MN","St. Catherine University, Hartford Avenue, Highland, Saint Paul, Ramsey County, Minnesota, 55116, United States",44.924437,-93.18228844466312
Avila University,Kansas City,MO,Roman Catholic               ,57.53,41.49,49.04,50.927,"Avila University, Kansas City, MO","Avila University, 11901, Wornall Road, Martin City, Kansas City, Jackson County, Missouri, 64145, United States",38.91232935,-94.59156294743664
Fontbonne University,Saint Louis,MO,Roman Catholic               ,30.22,38.44,48.48,39.172,"Fontbonne University, Saint Louis, MO","Fontbonne University, Forest Ridge Place, Forest Ridge, Clayton, Saint Louis County, Missouri, 63105, United States",38.6416544,-90.31570077006862
Rockhurst University,Kansas City,MO,Roman Catholic               ,34.24,52.55,48.01,43.41,"Rockhurst University, Kansas City, MO","Rockhurst University, 1100, Rockhurst Road, Blue Hills, Kansas City, Jackson County, Missouri, 64110, United States",39.03081885,-94.57067504464628
Saint Louis University,Saint Louis,MO,Roman Catholic               ,94.06,76.55,50.52,73.132,"Saint Louis University, Saint Louis, MO","Saint Louis University, 1, North Grand Boulevard, Midtown, Saint Louis, Missouri, 63103, United States",38.635359,-90.23184326838911
Carroll College,Helena,MT,Roman Catholic               ,34.42,41.22,62.36,46.963,"Carroll College, Helena, MT","Carroll College, Hunthausen Way, Mansion District, Helena, Lewis and Clark County, Montana, 59625, United States",46.6018191,-112.03850105825792
University of Providence,Great Falls,MT,Roman Catholic               ,27.33,44.87,49.12,39.557,"University of Providence, Great Falls, MT","University of Providence, 14th Avenue South, Sunnyside, Great Falls, Cascade County, Montana, 59405, United States",47.49109975,-111.27046328910876
Creighton University,Omaha,NE,Roman Catholic               ,79.84,71.09,52.11,66.991,"Creighton University, Omaha, NE","Creighton University, North 20th Street, Omaha, Douglas County, Nebraska, 68110, United States",41.26585655,-95.94505553516464
College of Saint Mary,Omaha,NE,Roman Catholic               ,27.19,42.19,54.18,40.991,"College of Saint Mary, Omaha, NE","College of Saint Mary, 7000, Mercy Road, Aksarben Village, Omaha, Douglas County, Nebraska, 68124, United States",41.2409476,-96.02117078134732
Rivier University,Nashua,NH,Roman Catholic               ,33.54,45.5,49.56,42.342,"Rivier University, Nashua, NH","Rivier University, Daniel Webster Highway, Ward 7, Nashua, Hillsborough County, New Hampshire, 03060, United States",42.7391231,-71.45465518109557
Saint Anselm College,Manchester,NH,Roman Catholic               ,42.03,44.51,50.52,45.924,"Saint Anselm College, Manchester, NH","Saint Anselm College, Arline Street, Manchester, Hillsborough County, New Hampshire, 03102, United States",42.98451975,-71.50800622385864
Thomas More College of Liberal Arts,Merrimack,NH,Roman Catholic               ,24.7,38.94,50.48,37.865,"Thomas More College of Liberal Arts, Merrimack, NH","Thomas More College of Liberal Arts, Daniel Webster Highway, Merrimack, Hillsborough County, New Hampshire, 03064, United States",42.8067883,-71.48317304223559
Caldwell University,Caldwell,NJ,Roman Catholic               ,43.68,43.57,48.56,45.611,"Caldwell University, Caldwell, NJ","Caldwell University, 120, Bloomfield Avenue, Caldwell, Essex County, New Jersey, 07006, United States",40.83390785,-74.27132972676327
Felician University,Lodi,NJ,Roman Catholic               ,43.49,45.14,48.84,45.961,"Felician University, Lodi, NJ","Felician University, 262, South Main Street, Lodi, Bergen County, New Jersey, 07644, United States",40.8664885,-74.0926419
Georgian Court University,Lakewood,NJ,Roman Catholic               ,34.46,45.9,48.92,42.534,"Georgian Court University, Lakewood, NJ","Georgian Court University, Lakewood Avenue, A Country Place, Lakewood Township, Ocean County, New Jersey, 08701, United States",40.0981853,-74.22820003536859
Saint Peter's University,Jersey City,NJ,Roman Catholic               ,54.97,49.48,48.72,51.371,"Saint Peter's University, Jersey City, NJ","St. Peter's University, John F. Kennedy Boulevard, McGinley Square, Bergen Square, Jersey City, Hudson County, New Jersey, 07306, United States",40.727624500000005,-74.07216785370294
Seton Hall University,South Orange,NJ,Roman Catholic               ,96.81,71.46,49.08,72.639,"Seton Hall University, South Orange, NJ","Saint Andrew's Hall - Seton Hall University College Seminary, 571, Centre Street, South Orange, Essex County, New Jersey, 07079, United States",40.75201795,-74.23952913701487
Canisius University,Buffalo,NY,Roman Catholic               ,40.67,42.82,50.64,45.091,"Canisius University, Buffalo, NY","Canisius University, Spillman Place, Buffalo, Erie County, New York, 14208, United States",42.92180235,-78.86104023134388
Fordham University,Bronx,NY,Roman Catholic               ,99.21,93.94,49.36,78.202,"Fordham University, Bronx, NY","Fordham University, 441, East Fordham Road, Belmont, The Bronx, City of New York, New York, 10458, United States",40.861734350000006,-73.88603169298054
Hilbert College,Hamburg,NY,Roman Catholic               ,36.02,39.4,48.32,41.619,"Hilbert College, Hamburg, NY","Hilbert College, Morlock Avenue, Town of Hamburg, Erie County, New York, 14075, United States",42.7567258,-78.8225324
Iona University,New Rochelle,NY,Roman Catholic               ,55.25,48.76,49.8,51.772,"Iona University, New Rochelle, NY","Iona University, 715;45, Schley Avenue, Rochelle Heights, Beechmont, City of New Rochelle, Westchester County, New York, 10801, United States",40.92723049999999,-73.78569089605243
Le Moyne College,Syracuse,NY,Roman Catholic               ,49.88,50.32,50.08,50.048,"Le Moyne College, Syracuse, NY","Le Moyne College, 1419, Salt Springs Road, City of Syracuse, Onondaga County, New York, 13214, United States",43.04834115,-76.08517610832246
Maria College of Albany,Albany,NY,Roman Catholic               ,24.92,41.02,48.32,37.504,"Maria College of Albany, Albany, NY","Maria College, 700, New Scotland Avenue, City of Albany, Albany County, New York, 12208, United States",42.65769465,-73.80656156364773
Mount Saint Mary College,Newburgh,NY,Roman Catholic               ,24.57,42.43,50.56,38.542,"Mount Saint Mary College, Newburgh, NY","Mount Saint Mary College, Willett Avenue, City of Newburgh, Orange County, New York, 12550, United States",41.5118052,-74.01293211677414
University of Mount Saint Vincent,Bronx,NY,Roman Catholic               ,44.71,58.12,49.0,49.107,"University of Mount Saint Vincent, Bronx, NY","College of Mount Saint Vincent, 6301, Riverdale Avenue, The Bronx, Bronx County, City of New York, New York, 10471, United States",40.91285705,-73.9069680173387
Niagara University,Niagara University,NY,Roman Catholic               ,49.24,52.35,49.44,49.941,"Niagara University, Niagara University, NY","Niagara University Campus Safety Office, 9, University Drive, Town of Lewiston, Niagara County, New York, 14109, United States",43.135814,-79.0349219
Siena College,Loudonville,NY,Roman Catholic               ,65.25,48.64,50.44,56.003,"Siena College, Loudonville, NY","Siena College, Newtonville, Loudonville, Town of Colonie, Albany County, New York, United States",42.7192659,-73.7511920123242
St. John Fisher University,Rochester,NY,Roman Catholic               ,50.64,49.32,50.76,50.424,"St. John Fisher University, Rochester, NY","St. John Fisher University, 3690, East Avenue, City of Rochester, Monroe County, New York, 14618, United States",43.11506305,-77.51043167191582
St. John's University-New York,Queens,NY,Roman Catholic               ,98.57,86.52,49.6,76.56,"St. John's University-New York, Queens, NY","St. John's University, Union Turnpike, Utopia, Queens, Queens County, City of New York, New York, 11366, United States",40.7255421,-73.7919066
Trocaire College,Buffalo,NY,Roman Catholic               ,23.85,42.94,63.38,43.488,"Trocaire College, Buffalo, NY","Trocaire College, 360, Choate Avenue East, Buffalo, Erie County, New York, 14220, United States",42.8467327,-78.8127639
